network_id,predio_code,predio_name,organization_id,region,estado
L_688487793034273819,140384,140384,635570497412661760,Sin asignar,activo
L_688487793034273825,142446,142446,635570497412661760,Sin asignar,activo
L_688487793034273853,900938,900938,635570497412661778,Sin asignar,activo
L_688487793034273857,220742,220742,635570497412661757,Sin asignar,activo
L_688487793034273873,220213,220213,635570497412661757,Sin asignar,activo
L_688487793034273878,740013,740013,635570497412661773,Sin asignar,activo
L_688487793034273883,220455,220455,635570497412661757,Sin asignar,activo
L_688487793034273884,221337,221337,635570497412661757,Sin asignar,activo
L_688487793034273892,220202,220202,635570497412661757,Sin asignar,activo
L_688487793034273899,220743,220743,635570497412661757,Sin asignar,activo
L_688487793034273902,900186,900186,635570497412661778,Sin asignar,activo
L_688487793034273912,143309,143309,635570497412661760,Sin asignar,activo
L_688487793034273913,141998,141998,635570497412661760,Sin asignar,activo
L_688487793034273917,900672,900672,635570497412661778,Sin asignar,activo
L_688487793034273930,900783,900783,635570497412661778,Sin asignar,activo
L_688487793034273935,220753,220753,635570497412661757,Sin asignar,activo
L_688487793034273938,143331,143331,635570497412661760,Sin asignar,activo
L_688487793034273939,142760,142760,635570497412661760,Sin asignar,activo
L_688487793034273942,141989,141989,635570497412661760,Sin asignar,activo
L_688487793034273948,222383,222383,635570497412661757,Sin asignar,activo
L_688487793034273950,140556,140556,635570497412661760,Sin asignar,activo
L_688487793034274007,900378,900378,635570497412661778,Sin asignar,activo
L_688487793034274011,220611,220611,635570497412661757,Sin asignar,activo
L_688487793034274014,141991,141991,635570497412661760,Sin asignar,activo
L_688487793034274015,140364,140364,635570497412661760,Sin asignar,activo
L_688487793034274016,142204,142204,635570497412661760,Sin asignar,activo
L_688487793034274019,142951,142951,635570497412661760,Sin asignar,activo
L_688487793034274025,140013,140013,635570497412661760,Sin asignar,activo
L_688487793034274026,221154,221154,635570497412661757,Sin asignar,activo
L_688487793034274029,740008,740008,635570497412661773,Sin asignar,activo
L_688487793034274032,220874,220874,635570497412661757,Sin asignar,activo
L_688487793034274035,220457,220457,635570497412661757,Sin asignar,activo
L_688487793034274037,221057,221057,635570497412661757,Sin asignar,activo
L_688487793034274039,900723,900723,635570497412661778,Sin asignar,activo
L_688487793034274044,220842,220842,635570497412661757,Sin asignar,activo
L_688487793034274052,220204,220204,635570497412661757,Sin asignar,activo
L_688487793034274057,142949,142949,635570497412661760,Sin asignar,activo
L_688487793034274058,220078,220078,635570497412661757,Sin asignar,activo
L_688487793034274059,220608,220608,635570497412661757,Sin asignar,activo
L_688487793034274062,221025,221025,635570497412661757,Sin asignar,activo
L_688487793034274066,901265,901265,635570497412661778,Sin asignar,activo
L_688487793034274067,220205,220205,635570497412661757,Sin asignar,activo
L_688487793034274068,220501,220501,635570497412661757,Sin asignar,activo
L_688487793034274070,142449,142449,635570497412661760,Sin asignar,activo
L_688487793034274071,140110,140110,635570497412661760,Sin asignar,activo
L_688487793034274072,141903,141903,635570497412661760,Sin asignar,activo
L_688487793034274073,142027,142027,635570497412661760,Sin asignar,activo
L_688487793034274074,142535,142535,635570497412661760,Sin asignar,activo
L_688487793034274075,220776,220776,635570497412661757,Sin asignar,activo
L_688487793034274076,900458,900458,635570497412661778,Sin asignar,activo
L_688487793034274077,220956,220956,635570497412661757,Sin asignar,activo
L_688487793034274083,220373,220373,635570497412661757,Sin asignar,activo
L_688487793034274085,141724,141724,635570497412661760,Sin asignar,activo
L_688487793034274086,220695,220695,635570497412661757,Sin asignar,activo
L_688487793034274087,220447,220447,635570497412661757,Sin asignar,activo
L_688487793034274088,140154,140154,635570497412661760,Sin asignar,activo
L_688487793034274097,220698,220698,635570497412661757,Sin asignar,activo
L_688487793034274104,220221,220221,635570497412661757,Sin asignar,activo
L_688487793034274109,220080,220080,635570497412661757,Sin asignar,activo
L_688487793034274110,142233,142233,635570497412661760,Sin asignar,activo
L_688487793034274111,221091,221091,635570497412661757,Sin asignar,activo
L_688487793034274114,220598,220598,635570497412661757,Sin asignar,activo
L_688487793034274116,700152,700152,635570497412661772,Sin asignar,activo
L_688487793034274117,220506,220506,635570497412661757,Sin asignar,activo
L_688487793034274118,220189,220189,635570497412661757,Sin asignar,activo
L_688487793034274120,220065,220065,635570497412661757,Sin asignar,activo
L_688487793034274122,141983,141983,635570497412661760,Sin asignar,activo
L_688487793034274124,700100,700100,635570497412661772,Sin asignar,activo
L_688487793034274125,220504,220504,635570497412661757,Sin asignar,activo
L_688487793034274126,143522,143522,635570497412661760,Sin asignar,activo
L_688487793034274131,142232,142232,635570497412661760,Sin asignar,activo
L_688487793034274133,140023,140023,635570497412661760,Sin asignar,activo
L_688487793034274134,141675,141675,635570497412661760,Sin asignar,activo
L_688487793034274144,141992,141992,635570497412661760,Sin asignar,activo
L_688487793034274148,220333,220333,635570497412661757,Sin asignar,activo
L_688487793034274149,220129,220129,635570497412661757,Sin asignar,activo
L_688487793034274150,220330,220330,635570497412661757,Sin asignar,activo
L_688487793034274151,141294,141294,635570497412661760,Sin asignar,activo
L_688487793034274152,142257,142257,635570497412661760,Sin asignar,activo
L_688487793034274153,900380,900380,635570497412661778,Sin asignar,activo
L_688487793034274160,140577,140577,635570497412661760,Sin asignar,activo
L_688487793034274162,220310,220310,635570497412661757,Sin asignar,activo
L_688487793034274163,221058,221058,635570497412661757,Sin asignar,activo
L_688487793034274164,220044,220044,635570497412661757,Sin asignar,activo
L_688487793034274166,220566,220566,635570497412661757,Sin asignar,activo
L_688487793034274168,220481,220481,635570497412661757,Sin asignar,activo
L_688487793034274169,220175,220175,635570497412661757,Sin asignar,activo
L_688487793034274172,900750,900750,635570497412661778,Sin asignar,activo
L_688487793034274173,220600,220600,635570497412661757,Sin asignar,activo
L_688487793034274174,220315,220315,635570497412661757,Sin asignar,activo
L_688487793034274178,220409,220409,635570497412661757,Sin asignar,activo
L_688487793034274179,220429,220429,635570497412661757,Sin asignar,activo
L_688487793034274180,220804,220804,635570497412661757,Sin asignar,activo
L_688487793034274182,220879,220879,635570497412661757,Sin asignar,activo
L_688487793034274191,900485,900485,635570497412661778,Sin asignar,activo
L_688487793034274192,220337,220337,635570497412661757,Sin asignar,activo
L_688487793034274193,221135,221135,635570497412661757,Sin asignar,activo
L_688487793034274195,141904,141904,635570497412661760,Sin asignar,activo
L_688487793034274196,142997,142997,635570497412661760,Sin asignar,activo
L_688487793034274201,220412,220412,635570497412661757,Sin asignar,activo
L_688487793034274202,220473,220473,635570497412661757,Sin asignar,activo
L_688487793034274203,143304,143304,635570497412661760,Sin asignar,activo
L_688487793034274204,220413,220413,635570497412661757,Sin asignar,activo
L_688487793034274205,700151,700151,635570497412661772,Sin asignar,activo
L_688487793034274207,740015,740015,635570497412661773,Sin asignar,activo
L_688487793034274212,140202,140202,635570497412661760,Sin asignar,activo
L_688487793034274213,220401,220401,635570497412661757,Sin asignar,activo
L_688487793034274216,142534,142534,635570497412661760,Sin asignar,activo
L_688487793034274218,900652,900652,635570497412661778,Sin asignar,activo
L_688487793034274220,143020,143020,635570497412661760,Sin asignar,activo
L_688487793034274224,220763,220763,635570497412661757,Sin asignar,activo
L_688487793034274228,700280,700280,635570497412661772,Sin asignar,activo
L_688487793034274230,220305,220305,635570497412661757,Sin asignar,activo
L_688487793034274234,220297,220297,635570497412661757,Sin asignar,activo
L_688487793034274237,220843,220843,635570497412661757,Sin asignar,activo
L_688487793034274238,140050,140050,635570497412661760,Sin asignar,activo
L_688487793034274243,220921,220921,635570497412661757,Sin asignar,activo
L_688487793034274246,901265,901265-B,635570497412661778,Sin asignar,activo
L_688487793034274274,900140,900140,635570497412661778,Sin asignar,activo
L_688487793034274289,900752,900752,635570497412661778,Sin asignar,activo
L_688487793034274290,901165,901165,635570497412661778,Sin asignar,activo
L_688487793034274292,220555,220555,635570497412661757,Sin asignar,activo
L_688487793034274295,221046,221046,635570497412661757,Sin asignar,activo
L_688487793034274299,220937,220937,635570497412661757,Sin asignar,activo
L_688487793034274303,141871,141871,635570497412661760,Sin asignar,activo
L_688487793034274305,220041,220041,635570497412661757,Sin asignar,activo
L_688487793034274308,141960,141960,635570497412661760,Sin asignar,activo
L_688487793034274310,220226,220226,635570497412661757,Sin asignar,activo
L_688487793034274311,220053,220053,635570497412661757,Sin asignar,activo
L_688487793034274313,220430,220430,635570497412661757,Sin asignar,activo
L_688487793034274314,221065,221065,635570497412661757,Sin asignar,activo
L_688487793034274315,901185,901185,635570497412661778,Sin asignar,activo
L_688487793034274323,142573,142573,635570497412661760,Sin asignar,activo
L_688487793034274324,220215,220215,635570497412661757,Sin asignar,activo
L_688487793034274325,901243,901243,635570497412661778,Sin asignar,activo
L_688487793034274326,740016,740016,635570497412661773,Sin asignar,activo
L_688487793034274329,220799,220799,635570497412661757,Sin asignar,activo
L_688487793034274333,140992,140992,635570497412661760,Sin asignar,activo
L_688487793034274335,142533,142533,635570497412661760,Sin asignar,activo
L_688487793034274348,220191,220191,635570497412661757,Sin asignar,activo
L_688487793034274349,220833,220833,635570497412661757,Sin asignar,activo
L_688487793034274351,220206,220206,635570497412661757,Sin asignar,activo
L_688487793034274354,143114,143114,635570497412661760,Sin asignar,activo
L_688487793034274361,740032,740032,635570497412661773,Sin asignar,activo
L_688487793034274366,143505,143505,635570497412661760,Sin asignar,activo
L_688487793034274370,220761,220761,635570497412661757,Sin asignar,activo
L_688487793034274373,142574,142574,635570497412661760,Sin asignar,activo
L_688487793034274376,220405,220405,635570497412661757,Sin asignar,activo
L_688487793034274383,220115,220115,635570497412661757,Sin asignar,activo
L_688487793034274384,141916,141916,635570497412661760,Sin asignar,activo
L_688487793034274394,220450,220450,635570497412661757,Sin asignar,activo
L_688487793034274395,221083,221083,635570497412661757,Sin asignar,activo
L_688487793034274398,142358,142358,635570497412661760,Sin asignar,activo
L_688487793034274399,740025,740025,635570497412661773,Sin asignar,activo
L_688487793034274410,140037,140037,635570497412661760,Sin asignar,activo
L_688487793034274421,220404,220404,635570497412661757,Sin asignar,activo
L_688487793034274422,220765,220765,635570497412661757,Sin asignar,activo
L_688487793034274424,141985,141985,635570497412661760,Sin asignar,activo
L_688487793034274427,220087,220087,635570497412661757,Sin asignar,activo
L_688487793034274430,900139,900139,635570497412661778,Sin asignar,activo
L_688487793034274433,220111,220111,635570497412661757,Sin asignar,activo
L_688487793034274434,220377,220377,635570497412661757,Sin asignar,activo
L_688487793034274447,220834,220834,635570497412661757,Sin asignar,activo
L_688487793034274454,222145,222145,635570497412661757,Sin asignar,activo
L_688487793034274455,220406,220406,635570497412661757,Sin asignar,activo
L_688487793034274456,220503,220503,635570497412661757,Sin asignar,activo
L_688487793034274458,221932,221932,635570497412661757,Sin asignar,activo
L_688487793034274459,900532,900532,635570497412661778,Sin asignar,activo
L_688487793034274461,220461,220461,635570497412661757,Sin asignar,activo
L_688487793034274463,143445,143445,635570497412661760,Sin asignar,activo
L_688487793034274464,700070,700070,635570497412661772,Sin asignar,activo
L_688487793034274467,900596,900596,635570497412661778,Sin asignar,activo
L_688487793034274469,141134,141134,635570497412661760,Sin asignar,activo
L_688487793034274470,143216,143216,635570497412661760,Sin asignar,activo
L_688487793034274475,900581,900581,635570497412661778,Sin asignar,activo
L_688487793034274479,143231,143231,635570497412661760,Sin asignar,activo
L_688487793034274482,221184,221184,635570497412661757,Sin asignar,activo
L_688487793034274486,900609,900609,635570497412661778,Sin asignar,activo
L_688487793034274491,220134,220134,635570497412661757,Sin asignar,activo
L_688487793034274492,700256,700256,635570497412661772,Sin asignar,activo
L_688487793034274493,700316,700316,635570497412661772,Sin asignar,activo
L_688487793034274496,220737,220737,635570497412661757,Sin asignar,activo
L_688487793034274499,700317,700317,635570497412661772,Sin asignar,activo
L_688487793034274500,700376,700376,635570497412661772,Sin asignar,activo
L_688487793034274507,700282,700282,635570497412661772,Sin asignar,activo
L_688487793034274510,140644,140644,635570497412661760,Sin asignar,activo
L_688487793034274517,900927,900927,635570497412661778,Sin asignar,activo
L_688487793034274518,220207,220207,635570497412661757,Sin asignar,activo
L_688487793034274520,220516,220516,635570497412661757,Sin asignar,activo
L_688487793034274521,220024,220024,635570497412661757,Sin asignar,activo
L_688487793034274522,220462,220462,635570497412661757,Sin asignar,activo
L_688487793034274523,700055,700055,635570497412661772,Sin asignar,activo
L_688487793034274524,220616,220616,635570497412661757,Sin asignar,activo
L_688487793034274525,220463,220463,635570497412661757,Sin asignar,activo
L_688487793034274526,220131,220131,635570497412661757,Sin asignar,activo
L_688487793034274542,141914,141914,635570497412661760,Sin asignar,activo
L_688487793034274549,221133,221133,635570497412661757,Sin asignar,activo
L_688487793034274554,700133,700133,635570497412661772,Sin asignar,activo
L_688487793034274555,220544,220544,635570497412661757,Sin asignar,activo
L_688487793034274556,900468,900468,635570497412661778,Sin asignar,activo
L_688487793034274558,220551,220551,635570497412661757,Sin asignar,activo
L_688487793034274561,142614,142614,635570497412661760,Sin asignar,activo
L_688487793034274571,900719,900719,635570497412661778,Sin asignar,activo
L_688487793034274576,220844,220844,635570497412661757,Sin asignar,activo
L_688487793034274577,700277,700277,635570497412661772,Sin asignar,activo
L_688487793034274578,143363,143363,635570497412661760,Sin asignar,activo
L_688487793034274579,142514,142514,635570497412661760,Sin asignar,activo
L_688487793034274592,220464,220464,635570497412661757,Sin asignar,activo
L_688487793034274603,900305,900305,635570497412661778,Sin asignar,activo
L_688487793034274605,141967,141967,635570497412661760,Sin asignar,activo
L_688487793034274612,700391,700391,635570497412661772,Sin asignar,activo
L_688487793034274613,700153,700153,635570497412661772,Sin asignar,activo
L_688487793034274614,221134,221134,635570497412661757,Sin asignar,activo
L_688487793034274616,220220,220220,635570497412661757,Sin asignar,activo
L_688487793034274617,900075,900075,635570497412661778,Sin asignar,activo
L_688487793034274625,140021,140021,635570497412661760,Sin asignar,activo
L_688487793034274655,143330,143330,635570497412661760,Sin asignar,activo
L_688487793034274660,900690,900690,635570497412661778,Sin asignar,activo
L_688487793034274668,221498,221498,635570497412661757,Sin asignar,activo
L_688487793034274669,220519,220519,635570497412661757,Sin asignar,activo
L_688487793034274672,141934,141934,635570497412661760,Sin asignar,activo
L_688487793034274673,220552,220552,635570497412661757,Sin asignar,activo
L_688487793034274674,220408,220408,635570497412661757,Sin asignar,activo
L_688487793034274683,143068,143068,635570497412661760,Sin asignar,activo
L_688487793034274691,140233,140233,635570497412661760,Sin asignar,activo
L_688487793034274693,220510,220510,635570497412661757,Sin asignar,activo
L_688487793034274699,140607,140607,635570497412661760,Sin asignar,activo
L_688487793034274702,740024,740024,635570497412661773,Sin asignar,activo
L_688487793034274706,220617,220617,635570497412661757,Sin asignar,activo
L_688487793034274710,142276,142276,635570497412661760,Sin asignar,activo
L_688487793034274722,141961,141961,635570497412661760,Sin asignar,activo
L_688487793034274723,140150,140150,635570497412661760,Sin asignar,activo
L_688487793034274725,143736,143736,635570497412661760,Sin asignar,activo
L_688487793034274728,900111,900111,635570497412661778,Sin asignar,activo
L_688487793034274730,140268,140268,635570497412661760,Sin asignar,activo
L_688487793034274734,700043,700043,635570497412661772,Sin asignar,activo
L_688487793034274738,700304,700304,635570497412661772,Sin asignar,activo
L_688487793034274740,220928,220928,635570497412661757,Sin asignar,activo
L_688487793034274744,143802,143802,635570497412661760,Sin asignar,activo
L_688487793034274745,140152,140152,635570497412661760,Sin asignar,activo
L_688487793034274746,140883,140883,635570497412661760,Sin asignar,activo
L_688487793034274749,140149,140149,635570497412661760,Sin asignar,activo
L_688487793034274753,900845,900845,635570497412661778,Sin asignar,activo
L_688487793034274754,143027,143027,635570497412661760,Sin asignar,activo
L_688487793034274755,740017,740017,635570497412661773,Sin asignar,activo
L_688487793034274759,140560,140560,635570497412661760,Sin asignar,activo
L_688487793034274783,900285,900285,635570497412661778,Sin asignar,activo
L_688487793034274784,222431,222431,635570497412661757,Sin asignar,activo
L_688487793034274785,141986,141986,635570497412661760,Sin asignar,activo
L_688487793034274788,142458,142458,635570497412661760,Sin asignar,activo
L_688487793034274790,142350,142350,635570497412661760,Sin asignar,activo
L_688487793034274795,700325,700325,635570497412661772,Sin asignar,activo
L_688487793034274796,140172,140172,635570497412661760,Sin asignar,activo
L_688487793034274798,140183,140183,635570497412661760,Sin asignar,activo
L_688487793034274800,900836,900836,635570497412661778,Sin asignar,activo
L_688487793034274801,143028,143028,635570497412661760,Sin asignar,activo
L_688487793034274802,740018,740018,635570497412661773,Sin asignar,activo
L_688487793034274803,143693,143693,635570497412661760,Sin asignar,activo
L_688487793034274808,220040,220040,635570497412661757,Sin asignar,activo
L_688487793034274810,142380,142380,635570497412661760,Sin asignar,activo
L_688487793034274814,142620,142620,635570497412661760,Sin asignar,activo
L_688487793034274815,142361,142361,635570497412661760,Sin asignar,activo
L_688487793034274818,141922,141922,635570497412661760,Sin asignar,activo
L_688487793034274831,220521,220521,635570497412661757,Sin asignar,activo
L_688487793034274833,221865,221865,635570497412661757,Sin asignar,activo
L_688487793034274836,140197,140197,635570497412661760,Sin asignar,activo
L_688487793034274837,900842,900842,635570497412661778,Sin asignar,activo
L_688487793034274841,220872,220872,635570497412661757,Sin asignar,activo
L_688487793034274842,220870,220870,635570497412661757,Sin asignar,activo
L_688487793034274843,220867,220867,635570497412661757,Sin asignar,activo
L_688487793034274848,143057,143057,635570497412661760,Sin asignar,activo
L_688487793034274849,140965,140965,635570497412661760,Sin asignar,activo
L_688487793034274886,142507,142507,635570497412661760,Sin asignar,activo
L_688487793034274887,141984,141984,635570497412661760,Sin asignar,activo
L_688487793034274889,220020,220020,635570497412661757,Sin asignar,activo
L_688487793034274898,141921,141921,635570497412661760,Sin asignar,activo
L_688487793034274902,141923,141923,635570497412661760,Sin asignar,activo
L_688487793034274903,220631,220631,635570497412661757,Sin asignar,activo
L_688487793034274904,220836,220836,635570497412661757,Sin asignar,activo
L_688487793034274914,900695,900695,635570497412661778,Sin asignar,activo
L_688487793034274976,141161,141161,635570497412661760,Sin asignar,activo
L_688487793034274980,141716,141716,635570497412661760,Sin asignar,activo
L_688487793034274981,900688,900688,635570497412661778,Sin asignar,activo
L_688487793034274983,142710,142710,635570497412661760,Sin asignar,activo
L_688487793034274997,740022,740022,635570497412661773,Sin asignar,activo
L_688487793034275001,141040,141040,635570497412661760,Sin asignar,activo
L_688487793034275005,220868,220868,635570497412661757,Sin asignar,activo
L_688487793034275009,141014,141014,635570497412661760,Sin asignar,activo
L_688487793034275011,901148,901148,635570497412661778,Sin asignar,activo
L_688487793034275016,142708,142708,635570497412661760,Sin asignar,activo
L_688487793034275028,900424,900424,635570497412661778,Sin asignar,activo
L_688487793034275031,220865,220865,635570497412661757,Sin asignar,activo
L_688487793034275039,140966,140966,635570497412661760,Sin asignar,activo
L_688487793034275040,143357,143357,635570497412661760,Sin asignar,activo
L_688487793034275043,900936,900936,635570497412661778,Sin asignar,activo
L_688487793034275044,220871,220871,635570497412661757,Sin asignar,activo
L_688487793034275053,141926,141926,635570497412661760,Sin asignar,activo
L_688487793034275059,900176,900176,635570497412661778,Sin asignar,activo
L_688487793034275064,143112,143112,635570497412661760,Sin asignar,activo
L_688487793034275065,141003,141003,635570497412661760,Sin asignar,activo
L_688487793034275077,900203,900203,635570497412661778,Sin asignar,activo
L_688487793034275087,220637,220637,635570497412661757,Sin asignar,activo
L_688487793034275089,142384,142384,635570497412661760,Sin asignar,activo
L_688487793034275090,142176,142176,635570497412661760,Sin asignar,activo
L_688487793034275113,140027,140027,635570497412661760,Sin asignar,activo
L_688487793034275126,142613,142613,635570497412661760,Sin asignar,activo
L_688487793034275129,141327,141327,635570497412661760,Sin asignar,activo
L_688487793034275137,142604,142604,635570497412661760,Sin asignar,activo
L_688487793034275141,220338,220338,635570497412661757,Sin asignar,activo
L_688487793034275147,220433,220433,635570497412661757,Sin asignar,activo
L_688487793034275151,740020,740020,635570497412661773,Sin asignar,activo
L_688487793034275200,220618,220618,635570497412661757,Sin asignar,activo
L_688487793034275201,222335,222335,635570497412661757,Sin asignar,activo
L_688487793034275202,143324,143324,635570497412661760,Sin asignar,activo
L_688487793034275203,140201,140201,635570497412661760,Sin asignar,activo
L_688487793034275204,140741,140741,635570497412661760,Sin asignar,activo
L_688487793034275212,140144,140144,635570497412661760,Sin asignar,activo
L_688487793034275213,143228,143228,635570497412661760,Sin asignar,activo
L_688487793034275221,141802,141802,635570497412661760,Sin asignar,activo
L_688487793034275233,142824,142824,635570497412661760,Sin asignar,activo
L_688487793034275234,220531,220531,635570497412661757,Sin asignar,activo
L_688487793034275237,142538,142538,635570497412661760,Sin asignar,activo
L_688487793034275238,140960,140960,635570497412661760,Sin asignar,activo
L_688487793034275240,142789,142789,635570497412661760,Sin asignar,activo
L_688487793034275241,140230,140230,635570497412661760,Sin asignar,activo
L_688487793034275256,220615,220615,635570497412661757,Sin asignar,activo
L_688487793034275264,221180,221180,635570497412661757,Sin asignar,activo
L_688487793034275268,140204,140204,635570497412661760,Sin asignar,activo
L_688487793034275275,143455,143455,635570497412661760,Sin asignar,activo
L_688487793034275276,140205,140205,635570497412661760,Sin asignar,activo
L_688487793034275279,220869,220869,635570497412661757,Sin asignar,activo
L_688487793034275286,140084,140084,635570497412661760,Sin asignar,activo
L_688487793034275293,140141,140141,635570497412661760,Sin asignar,activo
L_688487793034275322,220197,220197,635570497412661757,Sin asignar,activo
L_688487793034275323,142984,142984,635570497412661760,Sin asignar,activo
L_688487793034275329,142382,142382,635570497412661760,Sin asignar,activo
L_688487793034275332,141959,141959,635570497412661760,Sin asignar,activo
L_688487793034275347,220312,220312,635570497412661757,Sin asignar,activo
L_688487793034275350,141243,141243,635570497412661760,Sin asignar,activo
L_688487793034275365,141589,141589,635570497412661760,Sin asignar,activo
L_688487793034275367,700046,700046,635570497412661772,Sin asignar,activo
L_688487793034275368,142714,142714,635570497412661760,Sin asignar,activo
L_688487793034275386,220402,220402,635570497412661757,Sin asignar,activo
L_688487793034275397,220472,220472,635570497412661757,Sin asignar,activo
L_688487793034275399,221086,221086,635570497412661757,Sin asignar,activo
L_688487793034275400,141799,141799,635570497412661760,Sin asignar,activo
L_688487793034275410,220398,220398,635570497412661757,Sin asignar,activo
L_688487793034275412,142715,142715,635570497412661760,Sin asignar,activo
L_688487793034275414,140973,140973,635570497412661760,Sin asignar,activo
L_688487793034275415,142517,142517,635570497412661760,Sin asignar,activo
L_688487793034275417,142515,142515,635570497412661760,Sin asignar,activo
L_688487793034275422,220888,220888,635570497412661757,Sin asignar,activo
L_688487793034275427,143591,143591,635570497412661760,Sin asignar,activo
L_688487793034275438,700067,700067,635570497412661772,Sin asignar,activo
L_688487793034275448,222414,222414,635570497412661757,Sin asignar,activo
L_688487793034275450,220588,220588,635570497412661757,Sin asignar,activo
L_688487793034275452,141823,141823,635570497412661760,Sin asignar,activo
L_688487793034275459,142490,142490,635570497412661760,Sin asignar,activo
L_688487793034275482,143210,143210,635570497412661760,Sin asignar,activo
L_688487793034275483,142504,142504,635570497412661760,Sin asignar,activo
L_688487793034275484,220082,220082,635570497412661757,Sin asignar,activo
L_688487793034275485,143094,143094,635570497412661760,Sin asignar,activo
L_688487793034275492,222173,222173,635570497412661757,Sin asignar,activo
L_688487793034275494,140163,140163,635570497412661760,Sin asignar,activo
L_688487793034275521,220815,220815,635570497412661757,Sin asignar,activo
L_688487793034275525,143419,143419,635570497412661760,Sin asignar,activo
L_688487793034275537,141866,141866,635570497412661760,Sin asignar,activo
L_688487793034275539,142819,142819,635570497412661760,Sin asignar,activo
L_688487793034275543,140969,140969,635570497412661760,Sin asignar,activo
L_688487793034275545,142979,142979,635570497412661760,Sin asignar,activo
L_688487793034275548,143673,143673,635570497412661760,Sin asignar,activo
L_688487793034275550,143062,143062,635570497412661760,Sin asignar,activo
L_688487793034275584,221710,221710,635570497412661757,Sin asignar,activo
L_688487793034275585,140243,140243,635570497412661760,Sin asignar,activo
L_688487793034275588,141955,141955,635570497412661760,Sin asignar,activo
L_688487793034275589,141311,141311,635570497412661760,Sin asignar,activo
L_688487793034275603,220411,220411,635570497412661757,Sin asignar,activo
L_688487793034275604,142636,142636,635570497412661760,Sin asignar,activo
L_688487793034275608,221003,221003,635570497412661757,Sin asignar,activo
L_688487793034275611,220590,220590,635570497412661757,Sin asignar,activo
L_688487793034275613,220045,220045,635570497412661757,Sin asignar,activo
L_688487793034275614,141330,141330,635570497412661760,Sin asignar,activo
L_688487793034275622,220797,220797,635570497412661757,Sin asignar,activo
L_688487793034275623,141347,141347,635570497412661760,Sin asignar,activo
L_688487793034275625,220875,220875,635570497412661757,Sin asignar,activo
L_688487793034275730,141822,141822,635570497412661760,Sin asignar,activo
L_688487793034275740,222231,222231,635570497412661757,Sin asignar,activo
L_688487793034275747,222188,222188,635570497412661757,Sin asignar,activo
L_688487793034275748,220636,220636,635570497412661757,Sin asignar,activo
L_688487793034275749,220477,220477,635570497412661757,Sin asignar,activo
L_688487793034275750,220479,220479,635570497412661757,Sin asignar,activo
L_688487793034275757,142511,142511,635570497412661760,Sin asignar,activo
L_688487793034275767,900079,900079,635570497412661778,Sin asignar,activo
L_688487793034275773,222232,222232,635570497412661757,Sin asignar,activo
L_688487793034275777,141900,141900,635570497412661760,Sin asignar,activo
L_688487793034275783,900462,900462,635570497412661778,Sin asignar,activo
L_688487793034275789,220471,220471,635570497412661757,Sin asignar,activo
L_688487793034275802,142476,142476,635570497412661760,Sin asignar,activo
L_688487793034275815,222411,222411,635570497412661757,Sin asignar,activo
L_688487793034275817,220777,220777,635570497412661757,Sin asignar,activo
L_688487793034275818,141008,141008,635570497412661760,Sin asignar,activo
L_688487793034275819,141329,141329,635570497412661760,Sin asignar,activo
L_688487793034275827,740005,740005,635570497412661773,Sin asignar,activo
L_688487793034275828,221037,221037,635570497412661757,Sin asignar,activo
L_688487793034275834,220575,220575,635570497412661757,Sin asignar,activo
L_688487793034275835,143364,143364,635570497412661760,Sin asignar,activo
L_688487793034275836,220474,220474,635570497412661757,Sin asignar,activo
L_688487793034275838,140931,140931,635570497412661760,Sin asignar,activo
L_688487793034275840,140563,140563,635570497412661760,Sin asignar,activo
L_688487793034275842,142348,142348,635570497412661760,Sin asignar,activo
L_688487793034275847,142344,142344,635570497412661760,Sin asignar,activo
L_688487793034275850,142837,142837,635570497412661760,Sin asignar,activo
L_688487793034275853,141721,141721,635570497412661760,Sin asignar,activo
L_688487793034275855,220480,220480,635570497412661757,Sin asignar,activo
L_688487793034275856,220887,220887,635570497412661757,Sin asignar,activo
L_688487793034275859,220970,220970,635570497412661757,Sin asignar,activo
L_688487793034275860,141011,141011,635570497412661760,Sin asignar,activo
L_688487793034275864,140932,140932,635570497412661760,Sin asignar,activo
L_688487793034275870,740026,740026,635570497412661773,Sin asignar,activo
L_688487793034275872,142681,142681,635570497412661760,Sin asignar,activo
L_688487793034275877,220052,220052,635570497412661757,Sin asignar,activo
L_688487793034275878,220515,220515,635570497412661757,Sin asignar,activo
L_688487793034275883,220891,220891,635570497412661757,Sin asignar,activo
L_688487793034275888,143377,143377,635570497412661760,Sin asignar,activo
L_688487793034275894,141006,141006,635570497412661760,Sin asignar,activo
L_688487793034275902,141945,141945,635570497412661760,Sin asignar,activo
L_688487793034275917,141005,141005,635570497412661760,Sin asignar,activo
L_688487793034275918,220850,220850,635570497412661757,Sin asignar,activo
L_688487793034275919,140675,140675,635570497412661760,Sin asignar,activo
L_688487793034275921,900636,900636,635570497412661778,Sin asignar,activo
L_688487793034275924,141624,141624,635570497412661760,Sin asignar,activo
L_688487793034275925,141625,141625,635570497412661760,Sin asignar,activo
L_688487793034275933,140100,140100,635570497412661760,Sin asignar,activo
L_688487793034275951,142594,142594,635570497412661760,Sin asignar,activo
L_688487793034275954,900886,900886,635570497412661778,Sin asignar,activo
L_688487793034275955,140095,140095,635570497412661760,Sin asignar,activo
